base64,description,x,y
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAChJREFUCNdjYAAB0dDQEAYEAHNFGRiAhGgIkBBgQSHAYqIucBaMAAEAQMEI4ySsATIAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a castle gate"",
    ""a dungeon entrance"",
    ""a building doorway"",
    ""a treasure chest"",
    ""a portal icon""
  ]
}",6,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACBJREFUCNdjYAAB0dDQEAYBEEsQxIIQYC5hQgBuAAgAAOxWBO2oYZ46AAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a corner of a room"",
    ""a stone block with a recess"",
    ""a stylized 'L' shape"",
    ""a section of a wall"",
    ""a simple UI border element""
  ]
}",7,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAABhJREFUCNdjYAAB0dDQEAYEC8ElFsB1AADVrgRNvfwi6QAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a stone shelf"",
    ""a section of wall"",
    ""a closed book"",
    ""a magical barrier"",
    ""a loading screen element""
  ]
}",8,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACBJREFUCNdjYAAB0dDQEAYBBgYWBsHQUBcowcBAIgECACrIBngnYxXLAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a doorway to a dungeon"",
    ""a stone archway"",
    ""a magical portal"",
    ""a window frame"",
    ""a castle gate""
  ]
}",9,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADFJREFUCNdjYAABAQYGEQbR0NAQCEtABEQEAAlBBxABFkMlBENDRUA6gSoDXaEECAAAyNYFXd2akUEAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a wooden cart"",
    ""a simple bed frame"",
    ""a market stall"",
    ""a crafting table"",
    ""a storage chest""
  ]
}",10,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACRJREFUCNdjYAABESBgEAlgBRIOjEACKEKICHQVYYDoBbHgXACf7gSJeP8CKAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a dungeon entrance"",
    ""a castle gate"",
    ""a dark doorway"",
    ""a treasure chest"",
    ""a building facade""
  ]
}",11,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADJJREFUCNdjYAABEQYGFgbR0NAQCEuEQQREsIIIRheQmAtMAk6EhoLFgHoDXUUgBAgAALQEBRgvsHyyAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a wooden frame"",
    ""a window with a curtain"",
    ""a simple bed"",
    ""a treasure chest"",
    ""a painting on a wall""
  ]
}",12,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAABxJREFUCNdjYAABkUBXESRCNDQ0hAGbBH5ZEAAAhA0Jk2lsobQAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a section of wooden wall"",
    ""a bookshelf"",
    ""a barred window"",
    ""a simple wooden fence"",
    ""a crafting table UI icon""
  ]
}",13,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACRJREFUCNdjYAABkUBXESRCNDQ0hAEiIcAigkwARZBlUbWBAAAwPQd3EhFO8AAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a stone well"",
    ""a small altar"",
    ""a treasure chest"",
    ""a building foundation"",
    ""a crafting station icon""
  ]
}",14,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADtJREFUCNdjYAABkUBXEQYBBgYWBsHQUBcGQQYGFwZG0RAHBkHRECBXNABOhEAJRgYGB4hisDawASAAAFOZCJEy+lN2AAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a wooden chest"",
    ""a treasure box"",
    ""a stone block with a notch"",
    ""a magical rune"",
    ""a crafting table icon""
  ]
}",15,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACVJREFUCNdjYAAB0dDQEAYBEEsQxEIiwGIgGUFGBxgBFsNCgAAALSwFfNhbV3AAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a corner of a room"",
    ""a stone block with a gem"",
    ""a table with an item"",
    ""a building foundation"",
    ""a UI element for inventory""
  ]
}",16,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAABtJREFUCNdjYAAB0dDQEAYEC0GgARZ0AQF0QQAH4ARlKDUFfgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a small shrine"",
    ""a dusty bookshelf"",
    ""a stone altar"",
    ""a UI element for inventory"",
    ""a section of a castle wall""
  ]
}",17,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACVJREFUCNdjYAAB0dDQEBDNAmK5IBFAACQcWGAsRgcYAeZiEAwAVSkHS/HjlKoAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a corner of a table"",
    ""a stone altar fragment"",
    ""a building's interior corner"",
    ""a simple UI panel element"",
    ""a stylized 'L' shape""
  ]
}",18,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACtJREFUCNdjYAABxtBQBwYWBgYBBpZAVyDhwCgA5YJZaARCAqwYxAUbAAIA2kQFeXRC4qMAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a framed painting"",
    ""a window looking out"",
    ""a magical portal"",
    ""a treasure chest"",
    ""a UI element border""
  ]
}",19,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC9JREFUCNdjYAABxtBQBwYWBgYBBpYQEOGCygITYFlGVxARCuKGgAgBqATYABAAANVrBTuGs4WgAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a health potion"",
    ""a magical scroll"",
    ""a rune-etched tablet"",
    ""a heart-shaped gem"",
    ""a status effect icon""
  ]
}",20,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAABxtBQBwYWBgYBBpYQEMECZznAWWBZRlcQEQrihoAIAagE2AAQAADI2wUHW/cmKwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a health potion with 2 charges"",
    ""a small health pack"",
    ""a damage number '2'"",
    ""a red gem icon"",
    ""a status effect icon""
  ]
}",21,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC1JREFUCNdjYAABxtBQBwYWBgYBBpYQEMGChQWWZXQFEaEgbgiIEIBKgA0AAQC9mwTL95ajpAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a health potion"",
    ""a small healing shrine"",
    ""a heart container UI icon"",
    ""a magical scroll"",
    ""a blood vial""
  ]
}",22,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC9JREFUCNdjYAABxtBQBwYWBgYBBhYXOBECIljgBFiW0RVEhIK4ISBCACoBNgAEALq7BKtIx5uUAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a health potion display"",
    ""a small framed portrait"",
    ""a magical rune stone"",
    ""a health bar segment"",
    ""a warning sign""
  ]
}",23,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAABxtBQBwYWBgYBBpYQEOEAZ7HAWWBZRlcQEQrihoAIAagE2AAQAADLMwUHPNQLFwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a health potion with 5 hit points"",
    ""a small health pack"",
    ""a damage number '5'"",
    ""a heart container with a value"",
    ""a red gem icon""
  ]
}",24,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAABxtBQBwYWBgYBBpYQEOEAZ7nAWWBZRlcQEQrihoAIAagE2AAQAADXMwVHBe6PHAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a health potion with 6 uses"",
    ""a damage number '6' over a heart"",
    ""a small framed notice with a heart"",
    ""a health bar segment showing 6/6"",
    ""a cursed heart icon""
  ]
}",25,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC1JREFUCNdjYAABxtBQBwYWBgYBBpYQEMGChQDLMrqCiFAQNwRECEAlwAaAAACfmwQr2Cp8mgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a health potion"",
    ""a heart-shaped gem"",
    ""a magical rune"",
    ""a damaged heart UI icon"",
    ""a small shrine""
  ]
}",26,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC1JREFUCNdjYAABxtBQBwYWBgYBBpYQEOGChQWWZXQFEaEgbgiIEIBKgA0AAQDYGwVLYS29xQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a potion of healing"",
    ""a magical scroll"",
    ""a heart-shaped gem"",
    ""a health bar UI element"",
    ""a shrine to a love goddess""
  ]
}",27,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAABxtBQBwYWBgYBBpYQEOECZ7HACbAsoyuICAVxQ0CEAFQCbAAIAAC+qwS7ZRNjLgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a quest notice"",
    ""a wanted poster"",
    ""a health potion recipe"",
    ""a magical scroll"",
    ""a UI quest icon""
  ]
}",28,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADFJREFUCNdjYAABxtBQBwYWBgYBBhZXByDhAifAXLAEmGB0BRGhIG4IiBCASoANAAEA+a4F2YOyBJUAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a health potion"",
    ""a damage number display"",
    ""a red gem"",
    ""a heart-shaped amulet"",
    ""a small fire rune""
  ]
}",29,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAABxtBQBwYWBgYBBpYQEMGCSgSACLAsoyuICAVxQ0CEAFQCbAAIAACsXwR3QmcmGwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a magical rune"",
    ""a heart-shaped gem"",
    ""a potion ingredient"",
    ""a health pickup icon"",
    ""a sealed chamber""
  ]
}",30,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPOZILv///9ztKqcAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADJJREFUCNdjYAABxtBQBwYWBgYBBpYQEOGCSoDFBEAEoyuICAUSDCEgQkAAog1sAAgAANcrBUu5X7qRAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a health potion"",
    ""a magical scroll"",
    ""a warning sign"",
    ""a heart-shaped gem"",
    ""a status effect icon""
  ]
}",31,16
